"week_ending","location","region","avg_price_nonorg","total_nonorg_units","total_nonorg_bag_units","total_org_units","total_org_bag_units","plu4046","plu4225","plu4770","small_nonorg_bag","large_nonorg_bag","xlarge_nonorg_bag","avg_price_org","plu94046","plu94225","plu94770","small_org_bag","large_org_bag","xlarge_org_bag","bulk_nonorg_gtin","bulk_org_gtin"
2018-07-15,"Harrisburg/Scranton","Northeast",1.02,335228.53,108498.02,13593.06,12624.49,55476.9,171223.71,29.9,96530.28,10024.4,1943.34,1.47,659.27,309.3,0,12612.9,11.59,0,NA,NA
2018-07-15,"Hartford/Springfield","Northeast",1.25,391123.63,84867.75,22613.76,8754.89,12201.07,293083.29,971.52,76581.33,7439.76,846.66,1.92,542.49,13313.54,2.84,8682.26,72.63,0,NA,NA
2018-07-15,"Houston","South Central",0.72,1680785.16,820109.78,32339.53,25444.71,633956.21,223894.51,2824.66,597193.44,222749.68,166.66,1.31,6864.69,30.13,0,24544.71,900,0,NA,NA
2018-07-15,"Indianapolis","Great Lakes",1.07,209654.69,104400.01,9866.66,7928.5,48001.28,48891.67,8361.73,91833,11807.01,760,1.38,310.07,1588.04,0,3072.77,4855.73,0,NA,NA
2018-07-15,"Jacksonville","Southeast",1.12,239306.69,92288.67,3863.63,3208.18,135257.57,11489.92,270.53,30782.36,61175.21,331.1,1.31,33,617.17,5.28,3143.64,64.54,0,NA,NA
2018-07-15,"Las Vegas","West",1.03,373425.82,158684.08,14464.01,9720.34,86164.23,121807.24,6770.27,81206.13,76440.17,1037.78,1.6,2746.56,1997.11,0,9715.95,4.39,0,NA,NA
2018-07-15,"Los Angeles","California",1.05,3136668.81,1373765.27,103513.53,47816.43,1253158.04,406157.92,103587.58,1248683.51,54661.02,70420.74,1.84,23183.16,32513.94,0,47800.72,15.71,0,NA,NA
2018-07-15,"Louisville","Midsouth",1.1,110437.07,60823.92,5385.93,4057.82,25421.79,24086.55,104.81,36260.29,24373.63,190,1.69,0,1328.11,0,1644.11,2413.71,0,NA,NA
2018-07-15,"Miami/Ft. Lauderdale",NA,1.35,821141.04,235327.81,10593.75,9358.11,531332.81,53178.41,1302.01,111522.23,123765.58,40,1.32,158.09,1077.55,0,9351.45,6.66,0,NA,NA
2018-07-15,"Nashville","Midsouth",0.77,339924.25,182665.41,12238.06,9820.77,147815.9,9389.45,53.49,147686.52,32832.22,2146.67,1.5,45.65,2371.64,0,4617.19,5203.58,0,NA,NA
2018-07-15,"New Orleans/Mobile","South Central",1.11,327531.38,131336.4,4218.45,4017.78,156866.54,38948.02,380.42,55406.12,75155.84,774.44,1.06,160.52,40.15,0,3164.45,853.33,0,NA,NA
2018-07-15,"New York","Northeast",1.19,1994054.25,772004.31,139288.85,63101.73,61572.88,1159805.06,672,707791.91,61599.07,2613.33,1.7,28501.17,47120.77,565.18,62549.87,551.86,0,NA,NA
2018-07-15,"Northern New England","Northeast",1.26,705072.63,67523.18,22353.8,22086.3,26643.78,610155.18,750.49,35852.74,31147.11,523.33,1.57,1,266.5,0,22082.97,3.33,0,NA,NA
2018-07-15,"Orlando","Southeast",1.2,497473.76,168285.15,9526.93,8616.58,306012.92,22924.75,250.94,75572.56,92339.26,373.33,1.28,174.09,736.26,0,8182.23,434.35,0,NA,NA
2018-07-15,"Philadelphia","Northeast",1.15,551409.82,217044.89,29150.86,15671.78,32887.26,299972.52,1505.15,190661.13,24480.43,1903.33,1.62,4959.66,8513.11,6.31,15550.03,121.75,0,NA,NA
2018-07-15,"Phoenix/Tucson","West",0.78,1231210.24,506321.78,21259.85,14812.08,431845.45,280024.38,13018.63,238290.51,259845.71,8185.56,1.34,3152.46,3295.31,0,14795.15,16.93,0,NA,NA
2018-07-15,"Pittsburgh","Northeast",1.13,146419.63,88519.77,14661.13,13363.91,37335.74,19108.47,1455.65,53082.13,35437.64,0,1.47,1288.42,8.8,0,13363.91,0,0,NA,NA
2018-07-15,"Portland","West",1.18,668221.55,333262.65,35260.34,22850.37,71243.41,241766.31,21949.18,133945.96,198709.8,606.89,1.78,1368.8,11041.17,0,2561.11,20289.26,0,NA,NA
2018-07-15,"Raleigh/Greensboro","Midsouth",1.18,362332.13,136059.72,17276.55,10617.28,114671.97,106287.1,5313.34,118612.48,17447.24,0,2.08,196.43,6356.36,106.48,10552.99,64.29,0,NA,NA
2018-07-15,"Richmond/Norfolk","Midsouth",1,314452.49,149097.88,19412.99,15146.31,80819.73,82506.37,2028.51,127684.52,18970.03,2443.33,1.44,66.26,4151.12,49.3,12852.77,2293.54,0,NA,NA
2018-07-15,"Roanoke","Midsouth",0.93,200789.12,114175.15,8382.63,6328.5,48871.88,37562.73,179.36,95040.8,18441.02,693.33,1.64,169.15,1884.98,0,4625.89,1702.61,0,NA,NA
2018-07-15,"Sacramento","California",1.31,546116.85,91697.95,11614.46,5511.49,172097.5,281486.6,834.8,82812.84,4913.9,3971.21,1.58,1877.72,4225.25,0,5511.49,0,0,NA,NA
2018-07-15,"San Diego","California",1.15,523531.8,188368.56,20454.23,3665.22,143054.9,166112.64,25995.7,174179.51,10586.83,3602.22,2.04,5345.75,11443.26,0,3663.33,1.89,0,NA,NA
2018-07-15,"San Francisco","California",1.31,920704.56,174844.3,30398.31,12615.55,293561.35,450961.4,1337.51,170718.32,2025.12,2100.86,1.84,6623.47,11159.29,0,12615.55,0,0,NA,NA
2018-07-15,"Seattle","West",1.4,604198.36,316728.04,62374.56,35274.72,101530.78,183459.92,2479.62,138438.54,177276.56,1012.94,1.86,2080.02,25017.17,2.65,3426.69,31837.73,10.3,NA,NA
2018-07-15,"South Carolina","Midsouth",1.11,473582.9,180294.11,20865.84,15716.75,229896.55,61189.6,2202.64,113603.91,63436.86,3253.34,1.44,177.57,4926.74,44.78,13807.4,1909.35,0,NA,NA
2018-07-15,"Spokane","West",1.28,99737.24,45423.71,6789.38,4162.47,20361.93,33100.88,850.72,23340.8,21766.54,316.37,1.63,266.86,2360.05,0,1153.34,3004.5,4.63,NA,NA
2018-07-15,"St. Louis","Plains",1.2,200890.63,94861.91,13068.46,7441.72,88915.14,16918.15,195.43,78967.13,8232.06,7662.72,1.66,1089.56,4535.42,1.76,6784.19,657.53,0,NA,NA
2018-07-15,"Syracuse","Northeast",1.25,93187.98,38342.57,4708.69,4501.45,4577.77,50251.64,16,24929.02,13356.88,56.67,1.28,129.82,77.42,0,1750.05,2751.4,0,NA,NA
2018-07-15,"Tampa","Southeast",1.3,510404.83,174030.89,8244.19,7262.78,305797.38,30192.12,384.44,84455.21,89479.01,96.67,1.32,138.1,843.31,0,6669.99,592.79,0,NA,NA
2018-07-15,"West Tex/New Mexico","West",0.84,967488.59,313572.87,31866.68,24191.6,458396.62,155847.49,39671.61,179878.82,133071.83,622.22,1.46,4130.26,3544.82,0,23177.65,1013.95,0,NA,NA
2018-07-22,"Albany","Northeast",1.15,133410.33,17572.02,4377.42,4113.97,9898.8,105918.51,21,10733.29,6598.73,240,1.42,64.98,198.47,0,4113.97,0,0,NA,NA
2018-07-22,"Atlanta","Southeast",0.98,688441.94,329360.89,23256.5,17620.2,318660.05,39633.2,787.8,228863.04,96646.75,3851.1,1.5,267.97,5368.33,0,9277.4,8342.8,0,NA,NA
2018-07-22,"Baltimore/Washington","Midsouth",1.42,869102.95,268854.41,40131.64,33600.55,89851.9,503855.69,6540.95,243741,21406.74,3706.67,1.49,1362.51,5113.82,54.76,31326,2274.55,0,NA,NA
2018-07-22,"Boise","West",1.2,104860.82,45921.18,3539.96,2493.8,41176.45,5877.69,11885.5,21839.81,24061.82,19.55,1.77,0,1046.16,0,984.04,1509.76,0,NA,NA
2018-07-22,"Boston","Northeast",1.28,723377.81,146102.8,32150.15,30363.79,17674.66,559251.89,348.46,122691.51,22687.96,723.33,1.74,44.83,1741.53,0,26302.39,4061.4,0,NA,NA
2018-07-22,"Buffalo/Rochester","Northeast",1.16,173973.43,97740.22,15724.17,15239.86,5548.63,70648.79,35.79,61256.99,35913.23,570,1.19,361.66,122.65,0,8934.77,6305.09,0,NA,NA
2018-07-22,"Charlotte","Midsouth",1.29,254424.96,97417.04,13031.33,7045.17,78867.08,72113.73,6027.11,82510.08,14904.74,2.22,1.92,23.97,5854.1,108.09,7045.17,0,0,NA,NA
2018-07-22,"Chicago","Great Lakes",1.29,821297.44,196086.34,40387.1,27643.5,123244.8,387121.57,114844.73,140415.6,52630.54,3040.2,1.5,325.34,12418.26,0,14665.88,12977.62,0,NA,NA
2018-07-22,"Cincinnati/Dayton","Great Lakes",1.11,300814.67,180958.05,15483.89,9689.23,54308.41,46644.47,18903.74,161659.22,18944.03,354.8,1.77,660.02,5134.64,0,2292.88,7396.35,0,NA,NA
2018-07-22,"Columbus","Great Lakes",1,225180.59,129524.08,10979.03,8841.92,47013.57,44016.5,4626.44,105478.84,22537.68,1507.56,1.53,516.4,1598.15,0,3969.36,4872.56,0,NA,NA
2018-07-22,"Dallas/Ft. Worth","South Central",0.88,1481054.59,600319.74,29070.58,26911.9,552393.61,326204.69,2136.55,248200.71,351449.53,669.5,1.21,1892.45,266.23,0,23176.55,3735.35,0,NA,NA
2018-07-22,"Denver","West",1.18,862015.17,467135.24,33059.2,23944.2,190686.03,184762.35,19431.55,196225.41,270909.83,0,1.58,7475.52,1515.15,124.33,19535.12,4409.08,0,NA,NA
2018-07-22,"Detroit","Great Lakes",1,559688.33,231884.12,22818.84,18496.85,74818.96,100746.77,152238.48,188621.86,13371.17,29891.09,1.47,706.2,3513.83,0,10511.68,7985.17,0,NA,NA
2018-07-22,"Grand Rapids","Great Lakes",1.03,308440.15,68959.48,12562.9,11388.65,8426.17,98991.59,132062.91,30003.39,2306.72,36649.37,1.22,36.43,1137.82,0,11335.71,52.94,0,NA,NA
2018-07-22,"Harrisburg/Scranton","Northeast",1.03,340565.45,108004.4,17962.76,17385.64,56523.29,175987.95,49.81,98170.42,8680.65,1153.33,1.38,284.83,292.29,0,17071.94,313.7,0,NA,NA
2018-07-22,"Hartford/Springfield","Northeast",1.25,339549.56,71637.2,15199.75,10222.31,9747.41,257818.23,346.72,65051.3,5602.57,983.33,1.98,99.86,4877.58,0,10208.09,14.22,0,NA,NA
2018-07-22,"Houston","South Central",0.76,1539315.55,729287.8,29847.63,24753.21,502765.51,304086.92,3175.32,340106.86,388450.94,730,1.16,5066.4,28.02,0,24000.99,752.22,0,NA,NA
2018-07-22,"Indianapolis","Great Lakes",1.1,215811.65,105020.46,11226.02,9042.94,31890.67,70005.33,8895.19,91932.33,12198.75,889.38,1.34,346.48,1818.9,0,3961.25,5081.69,0,NA,NA
2018-07-22,"Jacksonville","Southeast",1.1,240487.35,87370.41,4539.71,3673.6,141291.38,11474.01,351.55,27883.59,58486.82,1000,1.48,97.77,765.7,2.64,2660,1013.6,0,NA,NA
2018-07-22,"Las Vegas","West",0.99,398170.97,189636.7,13221.39,9037.25,73247.5,128244.02,7042.75,75666.51,113089.49,880.7,1.54,2286.23,1897.91,0,9012.22,25.03,0,NA,NA
2018-07-22,"Los Angeles","California",1.11,2965240.83,1307396.89,99547.25,47083.3,1147939.86,415775.27,94128.81,1199684.43,49477.9,58234.56,1.85,20901.26,31562.69,0,47070.62,12.68,0,NA,NA
2018-07-22,"Louisville","Midsouth",1.04,118057.01,60909.19,6393.33,5250.72,25211.44,31533.93,402.45,36082.41,24490.11,336.67,1.62,10.29,1132.32,0,2026.75,3223.97,0,NA,NA
2018-07-22,"Miami/Ft. Lauderdale",NA,1.35,809355.89,214460.6,9785.55,9122.22,530640.91,58383.7,5870.68,96099.2,116811.4,1550,1.31,130.86,532.47,0,9122.22,0,0,NA,NA
2018-07-22,"Nashville","Midsouth",0.93,272526.37,145869.15,12221.58,9836.57,117546.46,9059.34,51.42,115346.22,28416.27,2106.66,1.68,40.58,2344.43,0,2774.72,7061.85,0,NA,NA
2018-07-22,"New Orleans/Mobile","South Central",1.12,319368.66,112643.37,7617.9,7405.92,170635.08,35745.21,345,40052.17,71814.53,776.67,1.05,78.66,133.32,0,6731.11,674.81,0,NA,NA
2018-07-22,"New York","Northeast",1.21,1889995.05,750076.55,91720.13,63241.98,55010.07,1084037.8,870.63,582087.84,166382.04,1606.67,1.9,9902.45,16894.53,1681.17,61169.62,2072.36,0,NA,NA
2018-07-22,"Northern New England","Northeast",1.4,572080.56,72578.25,21514.73,21121.95,27243.77,471787.11,471.43,32328.5,39786.42,463.33,1.55,0,392.78,0,21121.95,0,0,NA,NA
2018-07-22,"Orlando","Southeast",1.2,505277.59,162615.48,12701.95,10501.08,318617.08,23782.38,262.65,67027.42,93264.73,2323.33,1.56,450.01,1750.86,0,7627.78,2873.3,0,NA,NA
2018-07-22,"Philadelphia","Northeast",1.07,631992.55,305573.22,24148.57,17792.73,28363.89,295981.74,2073.7,176866.39,127483.5,1223.33,1.67,1974.34,4372.48,9.02,16810.8,981.93,0,NA,NA
2018-07-22,"Phoenix/Tucson","West",0.84,1231569.04,516037.84,23275.55,16229.16,463846.64,238805.77,12878.79,301327.3,210021.65,4688.89,1.34,3971.54,3074.85,0,16211.23,17.93,0,NA,NA
2018-07-22,"Pittsburgh","Northeast",0.95,191222.13,112911.58,9141.64,8383.31,59435.69,16804.81,2070.05,65564.59,47346.99,0,1.41,756.57,1.76,0,8383.31,0,0,NA,NA
2018-07-22,"Portland","West",1.12,751232.74,352873.04,31961.89,17785.05,76163.72,306764.07,15431.91,114818.02,237707.54,347.48,1.8,1690.08,12486.76,0,2638.71,15146.34,0,NA,NA
2018-07-22,"Raleigh/Greensboro","Midsouth",1.2,349537.26,136105.67,17292.3,10675.64,101284.05,105957.42,6190.12,110752.08,25349.15,4.44,2.02,41.19,6451.57,123.9,10615.24,60.4,0,NA,NA
2018-07-22,"Richmond/Norfolk","Midsouth",1.12,275956.72,135430.27,18687.01,14925.05,69978.2,68320.61,2227.64,111233.81,21736.46,2460,1.46,49.39,3677.02,35.55,11325.67,3599.38,0,NA,NA
2018-07-22,"Roanoke","Midsouth",1,175180.95,103022.75,9378.17,7510.52,41490.77,30579.42,88.01,84735.75,17447,840,1.67,290.97,1576.68,0,4271.16,3239.36,0,NA,NA
2018-07-22,"Sacramento","California",1.24,589774.58,79861.11,12118.84,5336.59,149983.83,359586.3,343.34,72764.72,2958.76,4137.63,1.55,1102.89,5679.36,0,5336.59,0,0,NA,NA
2018-07-22,"San Diego","California",1.17,529488.04,187913.79,18023.47,3400.19,144762.78,169776.17,27035.3,175822.91,10073.1,2017.78,2.08,3295.12,11328.16,0,3400.19,0,0,NA,NA
2018-07-22,"San Francisco","California",1.16,1103334.67,148214.15,33031.6,12551.77,215176.24,738276.88,1667.4,144413.49,1208.24,2592.42,1.81,2395.92,18083.91,0,12551.77,0,0,NA,NA
2018-07-22,"Seattle","West",1.42,631093.45,341248.83,55326.7,30632.67,103729.59,185322.59,792.44,128854.57,209988.15,2406.11,1.87,1586.12,23098.66,9.25,3113.71,27518.96,0,NA,NA
2018-07-22,"South Carolina","Midsouth",1.13,461152.22,164714.92,18981.59,13932.63,231640.71,62193.97,2602.62,106919.75,53845.17,3950,1.48,53.31,4928.62,67.03,11850.19,2082.44,0,NA,NA
2018-07-22,"Spokane","West",1.28,101792.72,46765.65,6656.9,4059.02,23001.03,31912.43,113.61,21054.88,25624.85,85.92,1.65,288.42,2309.46,0,1098.17,2960.85,0,NA,NA
2018-07-22,"St. Louis","Plains",1.2,202816.3,100539.68,7810,3827.36,85743.31,16448.84,84.47,83568.42,16734.44,236.82,1.79,986.41,2992.71,3.52,3422.23,405.13,0,NA,NA
2018-07-22,"Syracuse","Northeast",1.14,92132.75,39981.24,5644.54,5472.68,4054.23,48073.95,23.33,24342.76,15591.81,46.67,1.23,82.6,89.26,0,4298.79,1173.89,0,NA,NA
2018-07-22,"Tampa","Southeast",1.28,531432.55,169888.91,10550.97,9081.21,328953.58,31631.49,958.57,71100.13,96985.45,1803.33,1.48,177.4,1292.36,0,6049.74,3031.47,0,NA,NA
2018-07-22,"West Tex/New Mexico","West",0.83,995524.93,337199.49,29976.06,22990.46,402350.92,206297.99,49676.53,162161.03,174615.13,423.33,1.4,3821.31,3155.53,8.76,22118.83,871.63,0,NA,NA
2018-07-29,"Albany","Northeast",1.15,147424.6,16236.24,3094.9,2767.09,7883.42,123283.07,21.87,12456.48,3406.43,373.33,1.57,103.77,224.04,0,2767.09,0,0,NA,NA
2018-07-29,"Atlanta","Southeast",0.98,638314.28,303406.13,25574.11,19832.4,294827.9,39345.56,734.69,212333.74,87705.73,3366.66,1.6,167.89,5573.82,0,8025.21,11807.19,0,NA,NA
2018-07-29,"Baltimore/Washington","Midsouth",1.29,931839.95,261587.91,37999.19,32121.06,87148.03,577941.57,5162.44,242502.1,14622.48,4463.33,1.5,1139.43,4690.34,48.36,32038.45,82.61,0,NA,NA
2018-07-29,"Boise","West",1.35,87776.65,38958.31,3728.47,2464.53,32765.02,4192.74,11860.58,22762.45,16150.9,44.96,1.79,0,1263.94,0,805.36,1659.17,0,NA,NA
2018-07-29,"Boston","Northeast",1.12,886169.01,143969.77,34337.27,32225.38,15425.09,725883.16,890.99,136517.25,6702.52,750,1.61,46.57,2065.32,0,26873.28,5352.1,0,NA,NA
2018-07-29,"Buffalo/Rochester","Northeast",1.17,175666.82,96104.52,13837.78,13315.69,5797.7,73719.33,45.27,78448.9,16982.29,673.33,1.23,350.07,172.02,0,4702.47,8613.22,0,NA,NA
2018-07-29,"Charlotte","Midsouth",1.34,253318.19,96937.67,12049.35,6357.06,80020.61,71188.81,5171.1,80899.7,16037.97,0,2.01,13.13,5561.41,117.75,6330.39,26.67,0,NA,NA
2018-07-29,"Chicago","Great Lakes",1.43,715396.39,178457.57,39653.73,25549.06,138193.78,307354.75,91390.29,153537.73,22543.02,2376.82,1.41,292.59,13812.08,0,12868.3,12680.76,0,NA,NA
2018-07-29,"Cincinnati/Dayton","Great Lakes",0.96,337490.81,228759.71,20887.64,14457.17,77512.23,18451.15,12767.72,207592.13,16276.33,4891.25,1.56,768.62,5661.85,0,3432.12,11025.05,0,NA,NA
2018-07-29,"Columbus","Great Lakes",0.92,274066.25,180632.07,12609.62,9917.25,69773.06,21050.59,2610.53,152838.16,26283.48,1510.43,1.34,626.26,2038.73,0,2986.95,6930.3,0,NA,NA
2018-07-29,"Dallas/Ft. Worth","South Central",0.88,1401669.92,526454.41,24139.77,20083.89,590695.65,282300.02,2219.84,272432.94,253350.61,670.86,1.37,3552.72,503.16,0,18292.73,1791.16,0,NA,NA
2018-07-29,"Denver","West",1.14,883181.57,458316.15,27356.06,19645.06,186777.37,224471.39,13616.66,173189.47,285126.68,0,1.55,5872.45,1762.96,75.59,15538.91,4106.15,0,NA,NA
2018-07-29,"Detroit","Great Lakes",0.99,553072.77,347831.38,21257.79,16186.95,130149.16,33556.31,41535.92,318571.55,20419.79,8840.04,1.25,795.38,4221.51,0,5862.94,10324.01,0,NA,NA
2018-07-29,"Grand Rapids","Great Lakes",1.43,161490.21,59797.59,13461.22,8893.36,3847.83,59731.67,38113.12,47582.62,529.29,11685.68,1.3,58.69,4509.17,0,8795.05,98.31,0,NA,NA
2018-07-29,"Harrisburg/Scranton","Northeast",1.03,338208.24,113868.87,14138.45,13356.6,51582.08,172668.89,88.4,107710.5,3755.03,2403.34,1.45,465.82,316.03,0,12922.24,434.36,0,NA,NA
2018-07-29,"Hartford/Springfield","Northeast",1.23,370188.62,72401.49,14918.68,9070.58,8595.2,289070.2,121.73,68794.02,2320.81,1286.66,2,175.78,5666.63,5.69,9049.35,21.23,0,NA,NA
2018-07-29,"Houston","South Central",0.79,1529228.58,727935.16,28129.67,21939.55,533839.63,262993.33,4460.46,331206.64,390081.85,6646.67,1.14,6116.76,73.36,0,21462.88,476.67,0,NA,NA
2018-07-29,"Indianapolis","Great Lakes",1,247698.5,151915.89,10753.7,8620.36,56953.1,32679.77,6149.74,139382.97,10761.92,1771,1.4,400.63,1715.23,0,2738.22,5882.14,0,NA,NA
2018-07-29,"Jacksonville","Southeast",1.12,233075.13,80454.94,3025.39,2300.46,140968.3,11199.36,452.53,31013.59,46799.12,2642.23,1.45,75.59,644.06,5.28,1840,460.46,0,NA,NA
2018-07-29,"Las Vegas","West",1,420952.33,200468.39,11831.36,7547.93,69200.15,143761.74,7522.05,64398.72,135563.75,505.92,1.56,1864.1,2419.33,0,7488.38,59.55,0,NA,NA
2018-07-29,"Los Angeles","California",1.05,3028048.44,1247840.1,102241.61,44786.3,1076696.09,629207.22,74305.03,1158683.51,38088.22,51068.37,1.79,21658.44,35796.87,0,44209.25,577.05,0,NA,NA
2018-07-29,"Louisville","Midsouth",1.12,103919.99,63202.74,6084.41,4672.94,20264.27,20386.09,66.89,39216.05,23745.26,241.43,1.67,8.58,1402.89,0,1499.05,3173.89,0,NA,NA
2018-07-29,"Miami/Ft. Lauderdale",NA,1.37,749637.07,223418.41,6019.06,5392.16,461225.68,58708.21,6284.77,101130.73,113609.91,8677.77,1.32,91.35,535.55,0,5382.16,10,0,NA,NA
2018-07-29,"Nashville","Midsouth",1,261846.03,141272.25,10948.77,8681.08,110915.71,9595.23,62.84,110673.57,28985.35,1613.33,1.7,26.43,2241.26,0,2612.28,6068.8,0,NA,NA
2018-07-29,"New Orleans/Mobile","South Central",1.23,270088.53,92588.5,3715.75,3222.71,138396.33,38716.05,387.65,34203.64,57114.86,1270,1.21,373.28,119.76,0,2557.79,664.92,0,NA,NA
2018-07-29,"New York","Northeast",1.17,1980728.08,610990.62,106676.99,66811.05,53566.64,1313725.68,2445.14,541071.12,67706.17,2213.33,1.73,15323.36,22927.57,1615.01,66517.82,293.23,0,NA,NA
2018-07-29,"Northern New England","Northeast",1.27,711029.52,63077.14,24318.47,23728.05,23497.14,623537.55,917.69,34688.6,28015.21,373.33,1.45,0,590.42,0,23688.05,40,0,NA,NA
2018-07-29,"Orlando","Southeast",1.21,491932.11,159535.84,5773.26,4469.41,309423.26,22629.94,343.07,73185.15,79379.58,6971.11,1.45,152.33,1151.52,0,4072.21,397.2,0,NA,NA
2018-07-29,"Philadelphia","Northeast",1.13,583409.92,215880.77,25342.55,17883.83,26706.49,329802.06,11020.6,172267.96,41471.7,2141.11,1.6,3274.36,4176.75,7.61,17360.06,523.77,0,NA,NA
2018-07-29,"Phoenix/Tucson","West",0.78,1258869.22,436025.4,23626.91,16562.35,439684.29,370313.42,12846.11,199804.15,230869.02,5352.23,1.36,3545.28,3519.28,0,16320.63,241.72,0,NA,NA
2018-07-29,"Pittsburgh","Northeast",1.22,131823.44,82727.03,12274.78,11148.38,33166.93,14540.09,1389.39,49158.2,33568.83,0,1.46,1124.65,1.75,0,11131.71,16.67,0,NA,NA
2018-07-29,"Portland","West",1.33,602494.62,290335.24,35522.13,22131.81,72057.87,219739.52,20361.99,118038.89,171208.04,1088.31,1.8,1739.28,11649.33,1.71,2450.17,19672.14,9.5,NA,NA
2018-07-29,"Raleigh/Greensboro","Midsouth",1.3,341243,137116.13,14789.76,8652.65,89752.92,108794.35,5579.6,119525.99,17590.14,0,2.15,37.72,5961.37,138.02,8612.65,40,0,NA,NA
2018-07-29,"Richmond/Norfolk","Midsouth",1.16,276577.46,138114.62,16500.4,12677.01,68709.92,68056.94,1695.98,117774.44,17605.74,2734.44,1.5,27.2,3734.98,61.21,8983.04,3693.97,0,NA,NA
2018-07-29,"Roanoke","Midsouth",1.06,171668.37,100315.38,9800.29,7897.53,38722.82,32533.94,96.23,82474.21,16967.84,873.33,1.73,258.29,1644.47,0,3770.62,4126.91,0,NA,NA
2018-07-29,"Sacramento","California",1.42,521031.52,82471.02,11828.06,4583.5,146181.62,292111.64,267.24,77273.49,1233.79,3963.74,1.72,1100.36,6144.2,0,4580.17,3.33,0,NA,NA
2018-07-29,"San Diego","California",0.99,584399.22,168560.57,18901.46,3335.94,141905.39,255054.38,18878.88,156723.02,9217.55,2620,2.05,4019.86,11545.66,0,3332.61,3.33,0,NA,NA
2018-07-29,"San Francisco","California",1.55,880382.61,172275.33,37054.9,14489.82,186798.17,519835.13,1473.98,168837.29,343.93,3094.11,1.87,2040.02,20525.06,0,14486.49,3.33,0,NA,NA
2018-07-29,"Seattle","West",1.53,571141.77,286171.18,55691.64,31001.18,108678.11,175798.85,493.63,132465.47,152266.18,1439.53,1.9,1927.18,22761.96,1.32,2566.38,28395.1,39.7,NA,NA
2018-07-29,"South Carolina","Midsouth",1.16,435660.12,154447.61,16551.14,12156.42,218941.99,60134.56,2135.96,99747.57,51698.93,3001.11,1.51,50.34,4301.04,43.34,9455.45,2700.97,0,NA,NA
2018-07-29,"Spokane","West",1.39,90671.45,38446.81,6081.97,3306.96,21233.27,30900.29,91.08,18908.61,19387.62,150.58,1.76,271.04,2503.97,0,976.51,2330.45,0,NA,NA
2018-07-29,"St. Louis","Plains",1.19,219456,110559.39,9124.92,4491.65,93437.42,15324.92,134.27,91149.43,19106.23,303.73,1.76,1199.5,3433.77,0,4097.78,393.87,0,NA,NA
2018-07-29,"Syracuse","Northeast",1.14,96782.61,38318.06,4619.62,4489.85,3962.93,54491.29,10.33,28880.46,9334.27,103.33,1.23,64.73,65.04,0,2377.99,2111.86,0,NA,NA
2018-07-29,"Tampa","Southeast",1.33,501392.29,158534.94,4912.66,3844.7,310052.64,31956.07,848.64,64863.28,86816.11,6855.55,1.43,180.9,887.06,0,3156.66,688.04,0,NA,NA
2018-07-29,"West Tex/New Mexico","West",0.88,924343.07,318506.88,22426.34,15231.14,377736.95,201436.93,26662.31,129635.91,188370.97,500,1.56,2953.25,4195.24,46.71,14331.79,899.35,0,NA,NA
2018-08-05,"Albany","Northeast",1.47,116282.04,29004.97,2670.35,2190.94,6162.86,81091.03,23.18,18182.07,10352.9,470,1.71,45.94,433.47,0,2187.61,3.33,0,NA,NA
2018-08-05,"Atlanta","Southeast",1.01,672155.46,319163.43,26108.87,20108.47,311214.65,41029.04,748.34,198079.6,116303.84,4779.99,1.66,151.55,5848.85,0,6392.64,13715.83,0,NA,NA
2018-08-05,"Baltimore/Washington","Midsouth",1.45,848996.62,288014.39,37955.13,31260.83,91569.97,457904.22,11508.04,270154.97,13206.09,4653.33,1.52,1138.16,5502.34,53.8,30458.06,802.77,0,NA,NA
2018-08-05,"Boise","West",1.28,93288.45,34752.1,3507.48,2162.7,39927.63,2421.87,16186.85,24697.19,10027.74,27.17,1.8,0,1344.78,0,879.8,1282.9,0,NA,NA
2018-08-05,"Boston","Northeast",1.29,703209.73,159416.15,33298.4,31001.52,15427.26,527669.49,696.83,147791.54,10423.5,1201.11,1.71,24.31,2272.57,0,26765,4236.52,0,NA,NA
2018-08-05,"Buffalo/Rochester","Northeast",1.17,177024.17,94817.06,14020.49,13592.46,5057.7,77126.7,22.71,87459.63,6440.76,916.67,1.17,288.51,139.52,0,5308.38,8284.08,0,NA,NA
2018-08-05,"Charlotte","Midsouth",1.31,260527.39,102100.94,11024.68,5037.27,80193.86,72996.43,5236.16,84774.76,17326.18,0,2.14,8.91,5852.02,126.48,4893.94,143.33,0,NA,NA
2018-08-05,"Chicago","Great Lakes",1.42,714871.35,165247.66,37855.47,23098.5,141060.51,325435.71,83127.47,148586.8,13425.73,3235.13,1.55,213.45,14543.52,0,21831.05,1267.45,0,NA,NA
2018-08-05,"Cincinnati/Dayton","Great Lakes",1.01,284896.9,182115.89,22847.02,16037.65,68044.72,21408.43,13327.86,168905.07,8365.59,4845.23,1.6,770.49,6038.88,0,1671.65,14366,0,NA,NA
2018-08-05,"Columbus","Great Lakes",0.96,209806.46,112303.91,17734.01,14364.32,67349.11,27389.95,2763.49,76989.71,33766.59,1547.61,1.17,950.09,2416.91,0,8285.16,6079.16,0,NA,NA
